no,sub,name,sub_name,area,omosa,takasa,sex,bunrui,tokusei_1,tokusei_2,type_1,type_2,text_1,text_2,text_3,spec_hp,spec_kougeki,spec_bougyo,spec_tokukou,spec_tokubou,spec_subayasa,sugata_text_flg,sugata_text,mega_flg,genshi_flg,kyodai_flg,image_l,image_m,image_s,zukan_no
0026,1,ライチュウ,アローラのすがた,7,21.0,0.7,1,ねずみポケモン,62,0,5,11,アローラちほうの　きこうと　ふうどと　エサが　げんいんで　この　すがたに　しんかすると　かんがえられている。　（『ポケットモンスター ソード』より）,しっぽに　のって　サイコパワーで　ふゆうしながら　ほしがたに　つくった　１０まんボルトで　こうげきする。　（『ポケットモンスター シールド』より）,,4,5,3,6,5,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1826d65b4dde298bee6d5a5e28eca146.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7bd856fd0a9d75004c6eed50e7ebf66d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6b2a4cb6a2788b063dbd09912ea0d0e3.png,0026-1
0027,0,サンド,,1,12.0,0.6,1,ねずみポケモン,94,0,9,0,深い穴を　掘って　生活。　危険が　迫ると　体を　丸め　敵の　攻撃を　じっと　耐える。　（『ポケットモンスター スカーレット』より）,どんなに　高い　ところから　落ちても　体を　丸めれば　バウンドできて　助かるのだ。　（『ポケットモンスター バイオレット』より）,,3,5,5,2,2,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f842a29b7b2bbcaeed8c243fb6b8a7c5.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fbb27992c96a394d5fda6ba4fbb336f2.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9d8717c3873cb7814699f05da078b68d.png,0027
0027,1,サンド,アローラのすがた,7,40.0,0.7,1,ねずみポケモン,234,0,6,17,雪山に　棲む。　鋼の甲羅は　とても　頑丈だが　硬すぎて　体を　丸めることが　できない。　（『ポケットモンスター スカーレット』より）,氷の　上で　サンドを　滑らせ　その距離を　競う。　古来から　続く　アローラの祭りの　ひとつ。　（『ポケットモンスター バイオレット』より）,,3,5,6,1,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0e8e42df095c2c926c7775c4f21bc24c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/47354a23550bba96be89d2b9d0587cc3.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c57b256d0206a19d957756115c994a42.png,0027-1
0028,0,サンドパン,,1,29.5,1.0,1,ねずみポケモン,94,0,9,0,すばしっこく　走りまわり　背中の針と　鋭いツメでの　攻撃が　得意。　（『ポケットモンスター スカーレット』より）,トゲは　皮膚が　硬くなったもの。　体を　丸めて　トゲトゲを　刺すように　相手を　攻撃する。　（『ポケットモンスター バイオレット』より）,,5,6,7,3,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/85ea071e321925e67406ab11637c369b.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5a8bf38b0f8557538daf3ebdabefc6ed.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1060c4f879902be8229d817a7580f1c0.png,0028
0028,1,サンドパン,アローラのすがた,7,55.0,1.2,1,ねずみポケモン,234,0,6,17,鋼の針を　氷が　覆う。　刺さると　深い　傷と　一緒に　凍傷にも　なってしまうぞ。　（『ポケットモンスター スカーレット』より）,大昔は　砂漠に　棲んでいた。　鋭いツメを　しっかり　突き立てて　氷山も　滑らず　駆け登る。　（『ポケットモンスター バイオレット』より）,,5,6,8,2,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f4e401354c2db21ae5133a0715d637d9.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3405a1727060085b450c1c73bd2ac0d7.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c7866b03a41506594ec4403cce81112f.png,0028-1
0029,0,ニドラン♀,,1,7.0,0.4,3,どくばりポケモン,133,131,8,0,たたかいを　このまない　せいかく。　どくバリから　ぶんぴつされる　どくは　ひとしずくでも　いのちとりだ。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,4,3,4,3,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b936c0005c7d201c7d7c38eee300350c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2f075bd7629e4a64e8bccd1f8c7c7d4a.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fd9d27faccd880eef49a77672fb15f09.png,0029
0030,0,ニドリーナ,,1,20.0,0.8,3,どくばりポケモン,133,131,8,0,きけんを　かんじると　ぜんしんの　トゲを　さかだてる。　ニドリーノに　くらべて　トゲの　そだちが　おそい。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,4,4,4,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9ceb5cf8615045a516876be2c2735a37.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/71d5b2efd93bd47eb18281a59da3c4c2.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d47d2067de35ea6f7c47a6264e78e28f.png,0030
0031,0,ニドクイン,,1,60.0,1.3,3,ドリルポケモン,133,131,8,9,よろいのように　かたい　ウロコが　ぜんしんを　つつむ。　すあなの　こどもを　いのちがけで　まもる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,6,6,6,5,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/16130c034a7e20d3c164ac87e288505f.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ae056ae20c488428be8ea052b11577b5.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/77f1a378aa0ee7c57e3e2e6f6c9ea546.png,0031
0032,0,ニドラン♂,,1,9.0,0.5,2,どくばりポケモン,133,131,8,0,くさむらの　うえに　みみだけ　だして　まわりの　けはいを　さぐる。　もうどくの　ツノで　みを　まもる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,3,4,3,3,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/57a0ec4228efbeaaa5f9941a827b8f58.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5db396d950b721004b2b5e53f56e8b8b.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0e8b67b55893ceb2d5c3729766ad9fec.png,0032
0033,0,ニドリーノ,,1,19.5,0.9,2,どくばりポケモン,133,131,8,0,きしょうが　あらい　ポケモン。　あいてに　つきさした　しょうげきで　ツノから　もうどくが　にじみでる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,4,5,4,4,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0d76af43c0a8b4e0420cc2803bdbbd04.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c314758f6c08f0a33d03c86c7b53173a.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/072ba7f66855b51bafa8bd224936ab69.png,0033
0034,0,ニドキング,,1,62.0,1.4,2,ドリルポケモン,133,131,8,9,しっぽの　いちげきは　でんちゅうを　まるで　マッチぼうのように　まっぷたつに　へしおってしまう。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,6,5,5,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9082a3ba66827ce0f68537ad1c321386.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1e05a1000fbeea6eed06b6e52a429695.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dca08756ddfe6dd7f8dd61797ed573fa.png,0034
0035,0,ピッピ,,1,7.5,0.6,1,ようせいポケモン,225,212,18,0,満月の　夜　どこから　ともなく　集まり　ピッピたちは　踊りだす。　月の光を　浴びて　浮かぶのだ。　（『ポケットモンスター スカーレット』より）,満月の　晩に　集まって　仲間と　ダンス。　その周囲は　異常な　磁場に　包まれる。　（『ポケットモンスター バイオレット』より）,満月の夜　静かなる　山間にて　遭遇。　小さき翼　ほのかに光り　舞う姿は　まさに　妖精の如き　愛くるしさなり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,3,3,4,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/25412a9dd712e0ec455b2c27da912c7e.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/eaa24f4a7c563fd33ba912c55a7962ba.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/61464458b9226992c462405fb775557e.png,0035
0036,0,ピクシー,,1,40.0,1.3,1,ようせいポケモン,225,212,18,0,姿を　見られることを　好まない　妖精の　仲間。　静かな　山奥に棲む　という。　（『ポケットモンスター スカーレット』より）,耳が　良くて　１キロ　離れた　ところで　落とした　針の音を　見事に　聞き分けられる。　（『ポケットモンスター バイオレット』より）,静寂たる　月夜に　耳を澄まし　月に　棲む　仲間の声を　聴くと　伝承あり。　遠き故郷を想う　我が姿を　重ね見る。　（『Pok&eacute;mon LEGENDS アルセウス』より）,6,5,5,6,6,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7fcd363d0a3223074ad4b63e510abe97.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d98dc03a88b9741f32018d27835bad0f.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a06d6a5e7f0f62afe04c8e75ba0cd922.png,0036
0037,0,ロコン,,1,9.9,0.6,1,きつねポケモン,230,0,2,0,自分より　強い　相手に　襲われると　キズついた　ふりをして　惑わせ　その隙に　逃げてしまう。　（『ポケットモンスター スカーレット』より）,温かい　６本の　尻尾は　体が　育つごとに　毛並みが　良くなり　美しく　なっていく。　（『ポケットモンスター バイオレット』より）,,3,3,3,3,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/90eadc14c89aa73f9c61b477a3ece803.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/513db9297ba760b90348456cb223c796.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/aedba5d16a862409e6d9e2aaab1bfbe1.png,0037
0037,1,ロコン,アローラのすがた,7,9.9,0.6,1,きつねポケモン,234,0,6,0,群れで　助け合って　生きている。　マイナス　５０度の　息で　獲物を　しっかり　凍らせてから　食べる。　（『ポケットモンスター スカーレット』より）,暑いときには　６本の　尻尾で　氷の礫を　作り　あたりに　ばらまいて　体を　冷やす。　（『ポケットモンスター バイオレット』より）,雪深き山に　群れを成して　生息す。　寒冷地に　適応し　姿変えしと　推測。　凍てつく　吐息で　身を　護る。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,3,3,3,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ab04c3647d0303aa3a08042138ac4c58.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6ecb3a36f30f995e6f06350196efcc9d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b447452fa3b3aa2696b2a41c48ad4a39.png,0037-1
0038,0,キュウコン,,1,19.9,1.1,1,きつねポケモン,230,0,2,0,９本の　尻尾には　それぞれ　違う　神秘的な　力が　秘められている　という　話だ。　（『ポケットモンスター スカーレット』より）,黄金に　輝く　体毛と　９本の　長い　尻尾を　持つ。　１０００年は　生きると　言われる。　（『ポケットモンスター バイオレット』より）,,5,5,5,5,6,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3f5f26919a0f822eaca426c0370d3544.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/82bee998bb010a5309466084c94c27cd.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dbdbc2a0a6bb83a8b1fbcafd18cd966c.png,0038
0038,1,キュウコン,アローラのすがた,7,19.9,1.1,1,きつねポケモン,234,0,6,18,穏やかな　気質。　キュウコンの　リージョンフォームと　わかるまでは　神の化身と　敬われていた。　（『ポケットモンスター スカーレット』より）,体毛から　氷の粒を　生み　敵に　浴びせかける。　怒らせると　一瞬で　氷漬けに　される。　（『ポケットモンスター バイオレット』より）,万年雪　覆いし　聖なる山に　棲む。　心　善なる者が　山道　迷うとき　姿見せ　麓まで　導くと　伝わる。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,4,5,5,6,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ebb3e4bf99fb2a82b870c9ee388b1c49.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3100dc860a4b7ed7f23f6e9f345e7703.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c351400e6932644752578477b2014f3c.png,0038-1
0039,0,プリン,,1,5.5,0.5,1,ふうせんポケモン,225,36,1,18,つぶらな　瞳が　揺れるとき　眠たくなるような　不思議で　気持ちのいい　歌を　歌う。　（『ポケットモンスター スカーレット』より）,大きく　体を　ふくらませてから　歌う　子守歌は　いつもより　長くて　ぜったいに　眠くなる。　（『ポケットモンスター バイオレット』より）,,7,3,2,3,2,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0b75f3434aa5e6240ad089452842bf40.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c8e0b40c9ec85d0218754642a64cc047.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ba43a2f03d460d625b9bf0fa7f200acf.png,0039
0040,0,プクリン,,1,12.0,1.0,1,ふうせんポケモン,225,36,1,18,キメ細やかな　毛皮の　持ち主。　怒らせると　どんどん　ふくらみ　のしかかってくるので　注意。　（『ポケットモンスター スカーレット』より）,ふわふわの　体毛に　触ると　手触りが　とても　良いので　離れられなくなってしまう。　（『ポケットモンスター バイオレット』より）,,9,5,3,5,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/79d1d2296e91f18f50b4c3e0534b7248.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/29cc4bfb54379455a36a1c227f99ccf8.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/889aa71823a092f53e91e98c4a540948.png,0040
0041,0,ズバット,,1,7.5,0.8,1,こうもりポケモン,102,0,8,10,くちから　だす　ちょうおんぱで　りょうめが　なくても　まわりの　しょうがいぶつを　さっちできる。　（『ポケットモンスター ブリリアントダイヤモンド』より）,たいようの　ひかりが　にがて。　ひが　しずむまで　どうくつや　もりの　おくふかくで　ねむる。　（『ポケットモンスター シャイニングパール』より）,仄暗き　洞穴を　寝床とする。　両眼は　退化し　光　失うも　口から　放つ　音波にて　周囲を　探りて　飛翔す。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,3,3,2,3,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7d766b2c3c2f94171a5ea38847d4758b.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/18ba5d304727607f0689f5b31391ae62.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/375a8efff9a74e440f27264d948b84a7.png,0041
